istat,cap,coordinate,capoluogoLabel,regioneLabel
052024,53040,Point(11.766666666 42.9),Siena,Toscana
052028,"53037, 53030 ([[Castel San Gimignano]])",Point(11.043221 43.467719),Siena,Toscana
052009,53042,Point(11.833333333 43.066666666),Siena,Toscana
037055,40018,Point(11.4 44.7),Bologna,Emilia-Romagna
037041,40050,Point(11.4 44.333333333),Bologna,Emilia-Romagna
037050,40010,Point(11.276111111 44.630277777),Bologna,Emilia-Romagna
037024,40014,Point(11.15 44.716666666),Bologna,Emilia-Romagna
043056,62039,Point(13.14295 42.944131),Macerata,Marche
037012,40020,Point(11.633333333 44.3),Bologna,Emilia-Romagna
037053,40017,Point(11.185 44.640833333),Bologna,Emilia-Romagna
037022,40035,Point(11.15 44.15),Bologna,Emilia-Romagna
043057,62039,Point(13.08845 42.930880555),Macerata,Marche
037013,40034,Point(11.000277777 44.276666666),Bologna,Emilia-Romagna
037026,40025,Point(11.566666666 44.266666666),Bologna,Emilia-Romagna
016002,24060,Point(9.958333333 45.714166666),Bergamo,Lombardia
043052,62038,Point(12.951861111 43.072180555),Macerata,Marche
037034,40050,Point(11.316666666 44.266666666),Bologna,Emilia-Romagna
037016,40023,Point(11.683333333 44.433333333),Bologna,Emilia-Romagna
037021,40050,Point(11.470555555 44.509722222),Bologna,Emilia-Romagna
037030,40057,Point(11.443888888 44.554166666),Bologna,Emilia-Romagna
043053,62029,Point(13.2841 43.208611111),Macerata,Marche
037027,40041,Point(10.933333333 44.2),Bologna,Emilia-Romagna
016003,24061,Point(9.767777777 45.685833333),Bergamo,Lombardia
016005,24011,Point(9.615277777 45.736944444),Bergamo,Lombardia
037048,40066,Point(11.308333333 44.713055555),Bologna,Emilia-Romagna
037021,40055,Point(11.470555555 44.509722222),Bologna,Emilia-Romagna
043048,62020,Point(13.395319444 43.099280555),Macerata,Marche
037025,40060,Point(11.6276902 44.3589865),Bologna,Emilia-Romagna
037045,40027,Point(11.816666666 44.4),Bologna,Emilia-Romagna
037052,40016,Point(11.383333333 44.65),Bologna,Emilia-Romagna
043051,62020,Point(13.19055 43.1766),Macerata,Marche
037057,40037,Point(11.25 44.4),Bologna,Emilia-Romagna
037056,40019,Point(11.133333333 44.666666666),Bologna,Emilia-Romagna
037047,40060,Point(11.333333333 44.383333333),Bologna,Emilia-Romagna
037020,40024,Point(11.589444444 44.397777777),Bologna,Emilia-Romagna
037047,40065,Point(11.333333333 44.383333333),Bologna,Emilia-Romagna
037060,40069,Point(11.218055555 44.488333333),Bologna,Emilia-Romagna
037035,40051,Point(11.533055555 44.719444444),Bologna,Emilia-Romagna
037028,40015,Point(11.4 44.75),Bologna,Emilia-Romagna
037047,40067,Point(11.333333333 44.383333333),Bologna,Emilia-Romagna
037039,40062,Point(11.666666666 44.616666666),Bologna,Emilia-Romagna
037054,40068,Point(11.4048591 44.4715668),Bologna,Emilia-Romagna
037015,40030,Point(11.033333333 44.166666666),Bologna,Emilia-Romagna
037051,40048,Point(11.233333333 44.216666666),Bologna,Emilia-Romagna
037033,40042,Point(10.9 44.166666666),Bologna,Emilia-Romagna
043054,62010,Point(13.313052777 43.311369444),Macerata,Marche
037031,40030,Point(11.15 44.25),Bologna,Emilia-Romagna
043049,62028,Point(13.300730555 43.035613888),Macerata,Marche
037036,40043,Point(11.2 44.333333333),Bologna,Emilia-Romagna
016007,24031,Point(9.5875 45.75),Bergamo,Lombardia
037038,40061,Point(11.471666666 44.6175),Bologna,Emilia-Romagna
016006,24030,Point(9.579722222 45.748888888),Bergamo,Lombardia
037037,40059,Point(11.633333333 44.483333333),Bologna,Emilia-Romagna
043050,62030,Point(12.949230555 43.1464),Macerata,Marche
043047,62027,Point(13.177102777 43.228855555),Macerata,Marche
037017,40050,Point(11.296666666 44.681111111),Bologna,Emilia-Romagna
037014,40022,Point(11.504166666 44.213888888),Bologna,Emilia-Romagna
016248,24010,Point(9.722152 45.826185),Bergamo,Lombardia
016001,24060,Point(9.95 45.7),Bergamo,Lombardia
037044,40036,Point(11.266666666 44.283333333),Bologna,Emilia-Romagna
037040,40063,Point(11.316666666 44.216666666),Bologna,Emilia-Romagna
037019,40013,Point(11.361666666 44.577777777),Bologna,Emilia-Romagna
043055,62010,Point(13.377338888 43.197261111),Macerata,Marche
065093,84030,Point(15.45 40.55),Salerno,Campania
065101,84026,Point(15.233333333 40.566666666),Salerno,Campania
065079,84015,Point(14.672222222 40.741666666),Salerno,Campania
065152,84070,Point(15.116666666 40.4),Salerno,Campania
065130,84010,Point(14.594444444 40.740277777),Salerno,Campania
065060,84050,Point(15.033333333 40.3),Salerno,Campania
065059,84040,Point(15.566666666 40.083333333),Salerno,Campania
065059,84050,Point(15.566666666 40.083333333),Salerno,Campania
065146,84039,Point(15.533333333 40.383333333),Salerno,Campania
065086,84020,Point(15.316666666 40.466666666),Salerno,Campania
065111,84020,Point(15.35 40.4),Salerno,Campania
065070,84060,Point(15.366666666 40.162008333),Salerno,Campania
065109,84070,Point(15.433333333 40.216666666),Salerno,Campania
065082,84062,Point(15.016666666 40.65),Salerno,Campania
065064,84050,Point(15.066666666 40.283333333),Salerno,Campania
065141,84074,Point(15.083333333 40.266666666),Salerno,Campania
065139,84070,Point(15.016667 40.25),Salerno,Campania
065087,84034,Point(15.65634 40.33901),Salerno,Campania
065142,84088,Point(14.694444444 40.8025),Salerno,Campania
065114,84036,Point(15.6 40.4),Salerno,Campania
065126,84030,Point(15.466666666 40.433333333),Salerno,Campania
065058,84050,Point(15.116666666 40.4),Salerno,Campania
065135,84087,Point(14.616666666 40.816666666),Salerno,Campania
065124,84070,Point(15.283333333 40.116666666),Salerno,Campania
065100,84017,Point(14.481944444 40.627777777),Salerno,Campania
065057,84056,Point(15.216666666 40.283333333),Salerno,Campania
065056,84095,Point(14.933333333 40.716666666),Salerno,Campania
065102,84010,Point(14.533333333 40.611111111),Salerno,Campania
065128,84027,Point(15.35 40.45),Salerno,Campania
065089,84020,Point(15.3 40.666666666),Salerno,Campania
065105,84020,Point(15.483333333 40.666666666),Salerno,Campania
065090,84080,Point(14.766666666 40.733333333),Salerno,Campania
065087,84030,Point(15.65634 40.33901),Salerno,Campania
065097,84035,Point(15.5 40.516666666),Salerno,Campania
065122,84010,Point(14.594661111 40.769702777),Salerno,Campania
065091,84060,Point(15.016666666 40.25),Salerno,Campania
065129,84037,Point(15.483333 40.466667),Salerno,Campania
065104,84010,Point(14.616666666 40.65),Salerno,Campania
065063,84020,Point(15.30791 40.78619),Salerno,Campania
065071,84060,Point(14.983888888 40.234166666),Salerno,Campania
065067,84085,Point(14.766666666 40.783333333),Salerno,Campania
065119,84070,Point(15.433333333 40.05),Salerno,Campania
065081,84061,Point(15.05 40.35),Salerno,Campania
065085,84060,Point(15.166666666 40.3),Salerno,Campania
065096,84066,Point(15.233333333 40.116666666),Salerno,Campania
065088,84016,Point(14.616666666 40.741666666),Salerno,Campania
065120,84020,Point(15.4 40.65),Salerno,Campania
065151,84010,Point(14.633333333 40.7),Salerno,Campania
065077,84030,Point(15.55 40.133333333),Salerno,Campania
065115,84070,Point(15.1909 40.2496),Salerno,Campania
065094,84020,Point(15.366666666 40.533333333),Salerno,Campania
065144,84070,Point(15.1 40.233333333),Salerno,Campania
065095,84065,Point(15.383333333 40.35),Salerno,Campania
065078,84014,Point(14.633333333 40.75),Salerno,Campania
065061,84057,Point(15.333333333 40.333333333),Salerno,Campania
065118,84099,Point(14.866666666 40.716666666),Salerno,Campania
065106,84069,Point(15.2 40.433333333),Salerno,Campania
065123,84070,Point(15.05 40.233333333),Salerno,Campania
065121,84090,Point(14.833333333 40.7),Salerno,Campania
065133,84030,Point(15.55 40.25),Salerno,Campania
065076,84033,Point(15.7 40.283333333),Salerno,Campania
065125,84030,Point(15.483055555 40.456388888),Salerno,Campania
065098,84068,Point(15.066666666 40.183333333),Salerno,Campania
065132,84010,Point(14.60333 40.79109),Salerno,Campania
065143,84029,Point(15.307 40.559666666),Salerno,Campania
065127,84070,Point(15.55 40.1),Salerno,Campania
065107,84060,Point(15.433333333 40.116666666),Salerno,Campania
065140,84028,Point(15.183333333 40.583333333),Salerno,Campania
065110,84020,Point(15.458055555 40.628055555),Salerno,Campania
065092,84060,Point(15.15 40.3),Salerno,Campania
065153,84070,Point(15.369166666 40.344722222),Salerno,Campania
065112,84070,Point(15.066666666 40.3),Salerno,Campania
065075,84030,Point(15.533333333 40.35),Salerno,Campania
065154,84078,Point(15.266666666 40.233333333),Salerno,Campania
065073,84090,Point(14.983333333 40.7),Salerno,Campania
065149,84077,Point(15.466666666 40.133333333),Salerno,Campania
065083,84020,Point(15.231111111 40.689444444),Salerno,Campania
065103,84060,Point(15.066666666 40.333333333),Salerno,Campania
065134,84073,Point(15.633333333 40.066666666),Salerno,Campania
065080,84060,Point(15.283333333 40.216666666),Salerno,Campania
065073,84096,Point(14.983333333 40.7),Salerno,Campania
065136,84038,Point(15.56555 40.3403),Salerno,Campania
065131,84020,Point(15.316667 40.8),Salerno,Campania
065145,84075,Point(15.25153 40.3102),Salerno,Campania
065084,84060,Point(15.066666666 40.25),Salerno,Campania
065069,84060,Point(15.26886 40.2471),Salerno,Campania
065147,84076,Point(15.05 40.316666666),Salerno,Campania
065150,84030,Point(15.6 40.133333333),Salerno,Campania
065113,84070,Point(15.378333333 40.378888888),Salerno,Campania
065117,84020,Point(15.466666666 40.6),Salerno,Campania
065065,84050,Point(15.233333333 40.35),Salerno,Campania
065108,84086,Point(14.693333333 40.761666666),Salerno,Campania
065148,84030,Point(15.633333333 40.116666666),Salerno,Campania
065068,84010,Point(14.626388888 40.65),Salerno,Campania
065099,84098,Point(14.883333333 40.65),Salerno,Campania
065074,84060,Point(15.2 40.366666666),Salerno,Campania
065138,84010,Point(14.6 40.65),Salerno,Campania
065127,84067,Point(15.55 40.1),Salerno,Campania
065072,84090,Point(14.95 40.683333333),Salerno,Campania
065066,84010,Point(14.638888888 40.648611111),Salerno,Campania
017069,25030,Point(9.966666666 45.6),Brescia,Lombardia
017060,25030,Point(9.95 45.466666666),Brescia,Lombardia
017003,25071,Point(10.35 45.65),Brescia,Lombardia
017054,25050,Point(10.366666666 46.025),Brescia,Lombardia
017066,25020,Point(10.075 45.419444444),Brescia,Lombardia
086015,94016,Point(14.133333333 37.4),Enna,Sicilia
017021,25010,Point(10.24 45.476111111),Brescia,Lombardia
017046,25046,Point(10.025833333 45.581666666),Brescia,Lombardia
086020,94010,Point(14.166666666 37.583333333),Enna,Sicilia
017024,25061,Point(10.266666666 45.783333333),Brescia,Lombardia
050033,56029,Point(10.7727 43.7202),Pisa,Toscana
017050,25040,Point(10.352778 46.003333),Brescia,Lombardia
017048,25060,Point(10.183333333 45.583333333),Brescia,Lombardia
086012,94014,Point(14.4 37.75),,Sicilia
017051,25040,Point(10.369444444 46.082222222),Brescia,Lombardia
017007,25040,Point(10.161944444 45.850555555),Brescia,Lombardia
017015,25030,Point(10.041388888 45.502222222),Brescia,Lombardia
017020,25022,Point(9.96817 45.34798),Brescia,Lombardia
017033,25080,Point(10.4425 45.534166666),Brescia,Lombardia
017022,25042,Point(10.198888888 45.946111111),Brescia,Lombardia
086013,94010,Point(14.45 37.65),Enna,Sicilia
017058,25060,Point(10.333333 45.816667),Brescia,Lombardia
017043,25014,Point(10.2967 45.4704),Brescia,Lombardia
017008,25020,Point(10.116666666 45.45),Brescia,Lombardia
017049,25040,Point(10.326666666 46.003333333),Brescia,Lombardia
017037,25020,Point(10.128611111 45.455),Brescia,Lombardia
050034,56040,Point(10.56269 43.47143),Pisa,Toscana
017070,25040,Point(10.251666666 45.926388888),Brescia,Lombardia
050038,56010,Point(10.583111111 43.699138888),Pisa,Toscana
017047,25051,Point(10.350555555 46.0775),Brescia,Lombardia
017038,25031,Point(9.9336046 45.6372565),Brescia,Lombardia
017041,25030,Point(9.95 45.5),Brescia,Lombardia
017005,25070,Point(10.5 45.766666666),Brescia,Lombardia
017035,25044,Point(10.346111111 46.031666666),Brescia,Lombardia
017027,25040,Point(10.342777777 45.989444444),Brescia,Lombardia
086013,94010,Point(14.45 37.65),,Sicilia
017053,25020,Point(10.183333333 45.3),Brescia,Lombardia
086019,94019,Point(14.383333333 37.5),Enna,Sicilia
086020,94010,Point(14.166666666 37.583333333),,Sicilia
017001,25010,Point(10.41343 45.30697),Brescia,Lombardia
017057,25060,Point(10.216666666 45.583333333),Brescia,Lombardia
017017,25040,Point(10.280555555 45.931666666),Brescia,Lombardia
017019,25070,Point(10.333333333 45.666666666),Brescia,Lombardia
017025,25073,Point(10.25 45.583333333),Brescia,Lombardia
017072,25020,Point(10.1745 45.4835),Brescia,Lombardia
086017,94010,Point(14.35 37.766666666),Enna,Sicilia
017006,25040,Point(10.148611111 45.892222222),Brescia,Lombardia
017052,25032,Point(9.883333333 45.519722222),Brescia,Lombardia
017071,25020,Point(10.3252 45.2324),Brescia,Lombardia
061001,81010,Point(14.2 41.383333333),Caserta,Campania
017034,25012,Point(10.345833333 45.348888888),Brescia,Lombardia
017032,25011,Point(10.4146 45.4581),Brescia,Lombardia
050032,56028,Point(10.85 43.683333333),Pisa,Toscana
086019,94019,Point(14.383333333 37.5),,Sicilia
017031,25070,Point(10.316666666 45.616666666),Brescia,Lombardia
050035,56020,Point(10.683333333 43.7),Pisa,Toscana
061002,81011,Point(14.333333333 41.333333333),Caserta,Campania
017068,25048,Point(10.33 46.178888888),Brescia,Lombardia
017055,25040,Point(10.278333333 45.943333333),Brescia,Lombardia
017004,25020,Point(10.15 45.266666666),Brescia,Lombardia
086018,94018,Point(14.6 37.783333333),,Sicilia
050037,56019,Point(10.383333333 43.783333333),Pisa,Toscana
086016,94017,Point(14.633333333 37.65),,Sicilia
017056,25030,Point(9.978333333 45.563333333),Brescia,Lombardia
086018,94018,Point(14.6 37.783333333),Enna,Sicilia
017023,25080,Point(10.307777777 45.533888888),Brescia,Lombardia
017023,25082,Point(10.307777777 45.533888888),Brescia,Lombardia
017030,25060,Point(10.133333333 45.633333333),Brescia,Lombardia
017067,25015,Point(10.535 45.468888888),Brescia,Lombardia
017061,25062,Point(10.216666666 45.6),Brescia,Lombardia
017013,25020,Point(10.127777777 45.330555555),Brescia,Lombardia
017036,25070,Point(10.54469 45.7544353),Brescia,Lombardia
017012,25070,Point(10.4 45.683333333),Brescia,Lombardia
017002,25030,Point(9.9625 45.6179),Brescia,Lombardia
017073,25020,Point(10.2945 45.2562),Brescia,Lombardia
017064,25030,Point(10.016666666 45.45),Brescia,Lombardia
017016,25040,Point(10.334444444 46.093888888),Brescia,Lombardia
017009,25021,Point(10.1854 45.43),Brescia,Lombardia
017039,25013,Point(10.4323 45.3654),Brescia,Lombardia
017026,25030,Point(10.05 45.45),Brescia,Lombardia
086014,94015,Point(14.366666666 37.383333333),Enna,Sicilia
086017,94010,Point(14.35 37.766666666),,Sicilia
017042,25030,Point(10.15 45.5),Brescia,Lombardia
050039,56048,Point(10.866666666 43.4),Pisa,Toscana
086015,94016,Point(14.133333333 37.4),,Sicilia
017045,25030,Point(9.983333333 45.516666666),Brescia,Lombardia
086014,94015,Point(14.366666666 37.383333333),,Sicilia
017028,25043,Point(10.305555555 45.958611111),Brescia,Lombardia
017010,25072,Point(10.46396 45.8231),Brescia,Lombardia
017065,25047,Point(10.186666666 45.894444444),Brescia,Lombardia
050036,56030,Point(10.680833333 43.525555555),Pisa,Toscana
017063,25040,Point(10.244444444 46.166944444),Brescia,Lombardia
017040,25045,Point(10.115 45.563055555),Brescia,Lombardia
017011,25030,Point(10.05 45.4),Brescia,Lombardia
086016,94017,Point(14.633333333 37.65),Enna,Sicilia
017044,25070,Point(10.316666666 45.7),Brescia,Lombardia
017018,25040,Point(10.294166666 45.936666666),Brescia,Lombardia
017059,25033,Point(9.9434 45.58488),Brescia,Lombardia
017062,25040,Point(9.983333333 45.633333333),Brescia,Lombardia
017014,25081,Point(10.416666666 45.516666666),Brescia,Lombardia
067014,64035,Point(13.916666666 42.533333333),Teramo,Abruzzo
068035,65020,Point(14.04555 42.32227),Pescara,Abruzzo
069083,66050,Point(14.731522222 42.045519444),Chieti,Abruzzo
068015,65010,Point(14.016666666 42.466666666),Pescara,Abruzzo
069095,66019,Point(14.266666666 42.016666666),Chieti,Abruzzo
067003,64031,Point(13.784519444 42.502255555),Teramo,Abruzzo
069096,66030,Point(14.416666666 42.266666666),Chieti,Abruzzo
067012,64041,Point(13.7125 42.488888888),Teramo,Abruzzo
068037,65020,Point(14.016666666 42.116666666),Pescara,Abruzzo
068025,65010,Point(14.05 42.433333333),Pescara,Abruzzo
068026,65010,Point(13.983333333 42.333333333),Pescara,Abruzzo
068029,65020,Point(13.883333333 42.25),Pescara,Abruzzo
069082,66010,Point(14.214311111 42.224991666),Chieti,Abruzzo
069091,66020,Point(14.533333333 42.183333333),Chieti,Abruzzo
067009,64020,Point(13.8 42.65),Teramo,Abruzzo
067002,64010,Point(13.740277777 42.836944444),Teramo,Abruzzo
069089,66018,Point(14.166666666 42.016666666),Chieti,Abruzzo
068023,65010,Point(13.866666666 42.416666666),Pescara,Abruzzo
067016,64037,Point(13.8 42.583333333),Teramo,Abruzzo
069071,66010,Point(14.187358333 42.211033333),Chieti,Abruzzo
068033,65026,Point(13.831666666 42.170833333),Pescara,Abruzzo
067013,64034,Point(13.883333333 42.533333333),Teramo,Abruzzo
067005,64030,Point(13.73561 42.59639),Teramo,Abruzzo
068040,65025,Point(14.09327 42.248491833),Pescara,Abruzzo
068016,65020,Point(13.873535 42.275171),Pescara,Abruzzo
068042,65028,Point(13.916666666 42.216666666),Pescara,Abruzzo
069097,66050,Point(14.616666666 41.916666666),Chieti,Abruzzo
069093,66050,Point(14.533333333 41.866666666),Chieti,Abruzzo
068024,65015–65016,Point(14.13729 42.51185),Pescara,Abruzzo
068022,65024,Point(14.059722222 42.257777777),Pescara,Abruzzo
068043,65029,Point(13.933333333 42.233333333),Pescara,Abruzzo
069085,66037,Point(14.333333333 42.166666666),Chieti,Abruzzo
069078,66040,Point(14.35 41.9),Chieti,Abruzzo
069074,66020,Point(14.466666666 42.25),Chieti,Abruzzo
069076,66050,Point(14.466666666 41.933333333),Chieti,Abruzzo
069094,66010,Point(14.2 42.383333333),Chieti,Abruzzo
068038,65020,Point(13.983333333 42.233333333),Pescara,Abruzzo
069100,66020,Point(14.566666666 42.166666666),Chieti,Abruzzo
068014,65010,Point(13.883333333 42.366666666),Pescara,Abruzzo
068012,65013,Point(14.05 42.516666666),Pescara,Abruzzo
068044,65020,Point(14.033333333 42.266666666),Pescara,Abruzzo
068027,65017,Point(13.916666666 42.45),Pescara,Abruzzo
068004,65010,Point(13.861440833 42.317048833),Pescara,Abruzzo
069070,66040,Point(14.28768 41.92402),Chieti,Abruzzo
068002,65020,Point(13.966666666 42.3),Pescara,Abruzzo
068013,65010,Point(13.9 42.333333333),Pescara,Abruzzo
069087,66020,Point(14.566666666 42.116666666),Chieti,Abruzzo
069084,66030,Point(14.45 42.216666666),Chieti,Abruzzo
068018,65010,Point(13.966666666 42.516666666),Pescara,Abruzzo
069101,66010,Point(14.23689 42.32984),Chieti,Abruzzo
067004,64032,Point(13.983333333 42.583333333),Teramo,Abruzzo
068031,65010,Point(13.989444444 42.475555555),Pescara,Abruzzo
069079,66050,Point(14.566666666 41.983333333),Chieti,Abruzzo
069102,66047,Point(14.35 41.95),Chieti,Abruzzo
068019,65010,Point(13.822382 42.441795),Pescara,Abruzzo
069067,66030,Point(14.316666666 42.25),Chieti,Abruzzo
068045,65010,Point(13.9 42.333333333),Pescara,Abruzzo
067008,64012,Point(13.686088888 42.726130555),Teramo,Abruzzo
068020,65020,Point(14.033333333 42.233333333),Pescara,Abruzzo
069066,66040,Point(14.233333333 41.916666666),Chieti,Abruzzo
067006,64020,Point(13.8 42.75),Teramo,Abruzzo
069086,66038,Point(14.45 42.3),Chieti,Abruzzo
068011,65012,Point(14.076666666 42.365833333),Pescara,Abruzzo
068024,65015,Point(14.13729 42.51185),Pescara,Abruzzo
068030,65019,Point(14.05 42.4),Pescara,Abruzzo
069064,66010,Point(14.194775 42.152091666),Chieti,Abruzzo
068007,65023,Point(14.016666666 42.15),Pescara,Abruzzo
069080,66050,Point(14.566666666 41.85),Chieti,Abruzzo
069063,66040,Point(14.316666666 42.0),Chieti,Abruzzo
069098,66010,Point(14.2327 42.297838888),Chieti,Abruzzo
068005,65022,Point(13.816666666 42.216666666),Pescara,Abruzzo
067011,64020,Point(13.817816666 42.677116666),Teramo,Abruzzo
068036,65020,Point(13.95959 42.177039833),Pescara,Abruzzo
068001,65020,Point(14.016666666 42.233333333),Pescara,Abruzzo
068041,65010,Point(14.13988 42.45501),Pescara,Abruzzo
068021,65014,Point(13.983611111 42.434722222),Pescara,Abruzzo
069065,66040,Point(14.4 42.1),Chieti,Abruzzo
068017,65020,Point(13.933111111 42.308333333),Pescara,Abruzzo
068009,65020,Point(13.898333333 42.236944444),Pescara,Abruzzo
067015,64036,Point(13.866666666 42.583333333),Teramo,Abruzzo
067001,64011,Point(13.916666666 42.833333333),Teramo,Abruzzo
068039,65027,Point(13.99665 42.26575),Pescara,Abruzzo
069075,66040,Point(14.306525 42.062171833),Chieti,Abruzzo
068034,65020,Point(14.033333333 42.216666666),Pescara,Abruzzo
069081,66020,Point(14.186666666 42.422222222),Chieti,Abruzzo
069088,66045,Point(14.484783333 41.816036111),Chieti,Abruzzo
068032,65020,Point(13.916666666 42.283333333),Pescara,Abruzzo
069068,66020,Point(14.6 42.133333333),Chieti,Abruzzo
069092,66046,Point(14.416666666 42.033333333),Chieti,Abruzzo
069072,66010,Point(14.233333333 42.35),Chieti,Abruzzo
068046,65010,Point(13.859155555 42.380169444),Pescara,Abruzzo
069069,66010,Point(14.143038888 42.216302777),Chieti,Abruzzo
069099,66054,Point(14.708219444 42.111588888),Chieti,Abruzzo
068008,65010,Point(13.866666666 42.333333333),Pescara,Abruzzo
069090,66010,Point(14.3236 42.34542),Chieti,Abruzzo
068010,65011,Point(13.95 42.35),Pescara,Abruzzo
069073,66010,Point(14.127325 42.244727777),Chieti,Abruzzo
067010,64030,Point(13.716666666 42.55),Teramo,Abruzzo
068006,65010,Point(14.1 42.466666666),Pescara,Abruzzo
067007,64033,Point(13.8 42.533333333),Teramo,Abruzzo
072017,70013,Point(17.167857777 40.883772222),Bari,Puglia
074014,72018,Point(17.633333333 40.633333333),Brindisi,Puglia
067039,64027,Point(13.8 42.783333),Teramo,Abruzzo
072039,70010,Point(16.95 40.883333333),Bari,Puglia
067047,64014,Point(13.915991666 42.885133333),Teramo,Abruzzo
072023,70024,Point(16.423333333 40.820555555),Bari,Puglia
067027,64030,Point(13.883333333 42.55),Teramo,Abruzzo
072024,70025,Point(16.7 41.016666666),Bari,Puglia
067029,64020,Point(13.916666666 42.666666666),Teramo,Abruzzo
072043,70038,Point(16.55 41.133333333),Bari,Puglia
074006,72020,Point(17.733333333 40.433333333),Brindisi,Puglia
072002,70010,Point(16.866666666 41.0),Bari,Puglia
067018,64042,Point(13.683333333 42.533333333),Teramo,Abruzzo
067024,64044,Point(13.536666666 42.553888888),Teramo,Abruzzo
067044,64018,Point(13.916666666 42.8),Teramo,Abruzzo
067025,64021,Point(13.956686111 42.752516666),Teramo,Abruzzo
072038,70037,Point(16.483725 41.117288888),Bari,Puglia
072003,70011,Point(17.237461111 40.784061111),Bari,Puglia
072031,70015,Point(17.133333333 40.8),Bari,Puglia
074009,72022,Point(17.716666666 40.533333333),Brindisi,Puglia
072020,70033,Point(16.4 41.15),Bari,Puglia
067026,64045,Point(13.657777777 42.5075),Teramo,Abruzzo
072019,70014,Point(17.116667 40.966667),Bari,Puglia
067032,64024,Point(13.9 42.65),Teramo,Abruzzo
072010,70020,Point(16.75 41.033333333),Bari,Puglia
072048,70010,Point(16.883333333 41.05),Bari,Puglia
072021,70023,Point(16.933333333 40.8),Bari,Puglia
072012,70020,Point(16.833333333 41.05),Bari,Puglia
074011,72024,Point(17.633333333 40.5),Brindisi,Puglia
067043,64010,Point(13.658055555 42.66),Teramo,Abruzzo
074013,72025,Point(17.916666666 40.45),Brindisi,Puglia
067028,64046,Point(13.633333333 42.583333333),Teramo,Abruzzo
072034,70020,Point(16.25 40.916666666),Bari,Puglia
074008,72021,Point(17.585833333 40.531388888),Brindisi,Puglia
072037,70018,Point(16.9 40.933333333),Bari,Puglia
072047,70010,Point(17.016666666 40.916666666),Bari,Puglia
072027,70026,Point(16.783333333 41.083333333),Bari,Puglia
072041,70029,Point(16.766666666 40.8),Bari,Puglia
067036,64010,Point(13.533333333 42.683333333),Teramo,Abruzzo
067045,64049,Point(13.65 42.55),Teramo,Abruzzo
072030,70043,Point(17.3 40.95),Bari,Puglia
067038,64016,Point(13.716666666 42.833333333),Teramo,Abruzzo
072040,70028,Point(16.8 41.0),Bari,Puglia
072015,70010,Point(16.916666666 40.95),Bari,Puglia
072001,70021,Point(16.85 40.9),Bari,Puglia
067042,64010,Point(13.783333333 42.816666666),Teramo,Abruzzo
072036,70017,Point(17.122544444 40.849227777),Bari,Puglia
074010,72023,Point(17.8 40.566666666),Brindisi,Puglia
067046,64010,Point(13.5 42.733333333),Teramo,Abruzzo
074005,72014,Point(17.416666666 40.75),Brindisi,Puglia
067019,64010,Point(13.86987 42.8723),Teramo,Abruzzo
067031,64015,Point(13.816944444 42.82),Teramo,Abruzzo
067033,64039,Point(13.766666666 42.6),Teramo,Abruzzo
072016,70020,Point(16.766666666 40.883333333),Bari,Puglia
072033,70027,Point(16.7 41.05),Bari,Puglia
072025,70010,Point(17.316666666 40.75),Bari,Puglia
072008,70020,Point(16.710555555 41.024166666),Bari,Puglia
072032,70016,Point(16.983333333 41.033333333),Bari,Puglia
072035,70044,Point(17.220277777 40.996111111),Bari,Puglia
067021,64013,Point(13.833333333 42.833333333),Teramo,Abruzzo
072028,70042,Point(17.083333333 41.066666666),Bari,Puglia
072022,70054,Point(16.666666666 41.183333333),Bari,Puglia
074003,72013,Point(17.516666666 40.65),Brindisi,Puglia
074004,72020,Point(17.966666666 40.466666666),Brindisi,Puglia
072046,70019,Point(16.916666666 41.066666666),Bari,Puglia
072014,70010,Point(16.916666666 41.05),Bari,Puglia
067034,64047,Point(13.553333333 42.523055555),Teramo,Abruzzo
067040,64028,Point(14.116666666 42.55),Teramo,Abruzzo
074002,72012,Point(17.659444444 40.707222222),Brindisi,Puglia
074012,72017,Point(17.577777777 40.732222222),Brindisi,Puglia
067020,64010,Point(13.816666666 42.85),Teramo,Abruzzo
067035,64025,Point(14.066666666 42.616666666),Teramo,Abruzzo
072044,70020,Point(16.683333333 41.0),Bari,Puglia
067022,64040,Point(13.50774 42.62186),Teramo,Abruzzo
067030,64023,Point(13.883333333 42.75),Teramo,Abruzzo
074007,72015,Point(17.366666666 40.833333333),Brindisi,Puglia
067023,64043,Point(13.483333333 42.583333333),Teramo,Abruzzo
048039,50060,Point(11.616666666 43.916666666),Firenze,Toscana
048026,50034,Point(11.616666666 44.083333333),Firenze,Toscana
048011,50050,Point(10.8771 43.7617),Firenze,Toscana
048022,50023,Point(11.254394444 43.685425),Firenze,Toscana
043044,62019,Point(13.552530555 43.39855),Macerata,Marche
048010,50051,Point(10.97 43.610833333),Firenze,Toscana
048037,50068,Point(11.483333333 43.816666666),Firenze,Toscana
048002,50031,Point(11.233333333 44.0),Firenze,Toscana
048044,50058,Point(11.1 43.783333333),Firenze,Toscana
043046,62026,Point(13.316666666 43.107844444),Macerata,Marche
048038,50026,Point(11.185833333 43.656944444),Firenze,Toscana
048041,50018,Point(11.189444444 43.754444444),Firenze,Toscana
048025,50060,Point(11.566666666 43.866666666),Firenze,Toscana
048043,50019,Point(11.2 43.833333333),Firenze,Toscana
